;_index;_type;_id;_score;_source.date;_source.country;_source.orientation;_source.metadata;_source.keywords;_source.city;_source.rating;_source.county;_source.media;_source.lens;_source.dirname;_source.filename;_source.museum;_source.imported;_source.width;_source.placeInterpolated;_source.location;_source.state;_source.place;_source.height;_source.md5;_source.modified;long;lat
51;images2;test;HSqKtGwB1ENIxZisav06;4.0301113;2018-06-15T15:58:10;Portugal;-;True;['Nice'];Ponta do Pargo ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3063.JPG;prev_museum;2019-08-21;3024;True;[-17.24141388888889, 32.81698611111111];Madeira ;True;4032;f0f24dae8dd6aeaa09c5da7d561840e8;;32.82;-17.24
52;images2;test;HiqKtGwB1ENIxZisav1l;4.0301113;2018-06-15T18:51:38;Portugal;Rotated 180;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3077.JPG;prev_museum;2019-08-21;4032;True;[-17.236641666666667, 32.83120277777778];Madeira ;True;3024;a47d820bbee7ec38d80566985d86bcff;;32.83;-17.24
53;images2;test;HyqKtGwB1ENIxZisav2T;4.0301113;2018-06-15T19:41:30;Portugal;Rotated 90 CW;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3088.JPG;prev_museum;2019-08-21;4032;True;[-17.23967777777778, 32.825675000000004];Madeira ;True;3024;05ad333b4e1927d040c7106a09310935;;32.83;-17.24
54;images2;test;ICqKtGwB1ENIxZisav2_;4.0301113;2018-06-15T18:51:27;Portugal;Rotated 180;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3075.JPG;prev_museum;2019-08-21;4032;True;[-17.236644444444444, 32.83119444444445];Madeira ;True;3024;9e6bddca756f483d6caf5a9f31de245b;;32.83;-17.24
55;images2;test;ISqKtGwB1ENIxZisav3o;4.0301113;2018-06-14T20:04:38;Portugal;Rotated 180;True;[];;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3049.JPG;prev_museum;2019-08-21;4032;True;[-16.691766666666666, 32.74768888888889];;True;3024;2d8217958a5cd611d020f97c9a86f0c6;;32.75;-16.69
56;images2;test;IiqKtGwB1ENIxZisa_0P;4.0301113;2018-06-16T13:50:36;Portugal;Rotated 180;True;[];Rabaçal Calheta ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3115.JPG;prev_museum;2019-08-21;4032;True;[-17.125775, 32.760891666666666];Madeira ;True;3024;c3c92f606172c13fec685c27d8d0d994;;32.76;-17.13
57;images2;test;IyqKtGwB1ENIxZisa_15;4.0301113;2018-06-16T14:45:29;Portugal;Rotated 180;True;[];Rabaçal Calheta ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3129.JPG;prev_museum;2019-08-21;4032;True;[-17.12547777777778, 32.7615];Madeira ;True;3024;1de91e05e31564ff6250013068d26d6e;;32.76;-17.13
58;images2;test;JCqKtGwB1ENIxZisa_3g;4.0301113;2018-06-15T21:18:38;Portugal;Rotated 180;True;[];Fajã da Ovelha ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3100.JPG;prev_museum;2019-08-21;4032;True;[-17.232658333333333, 32.78351111111111];Madeira ;True;3024;7807188663669c7792e012975b8fd3df;;32.78;-17.23
59;images2;test;JSqKtGwB1ENIxZisbP0y;4.0301113;2018-06-15T18:51:26;Portugal;Rotated 180;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3074.JPG;prev_museum;2019-08-21;4032;True;[-17.236644444444444, 32.83119444444445];Madeira ;True;3024;3d0223b41aaba13f5e3129fa59666837;;32.83;-17.24
60;images2;test;JiqKtGwB1ENIxZisbP14;4.0301113;2018-06-15T14:38:04;Portugal;Rotated 180;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3060.JPG;prev_museum;2019-08-21;4032;True;[-17.24161388888889, 32.80707222222222];Madeira ;True;3024;1b4a2d122ed0160110dcfbb4a1625cf0;;32.81;-17.24
61;images2;test;tCqKtGwB1ENIxZisSPxv;4.0301113;2018-06-15T19:50:10;Portugal;Rotated 180;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3093.JPG;prev_museum;2019-08-21;4032;True;[-17.240727777777778, 32.82195277777778];Madeira ;True;3024;58103424fac38d4a6afabad2b12c1ded;;32.82;-17.24
62;images2;test;2SqKtGwB1ENIxZisUPyv;4.0301113;2018-06-18T17:24:20;Portugal;Rotated 90 CW;True;[];Casa das Queimadas Santana ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3225.JPG;prev_museum;2019-08-21;4032;True;[-16.90481111111111, 32.77739444444445];Madeira ;True;3024;8285c0c0253a363212a8ba03a17a3680;;32.78;-16.9
63;images2;test;2iqKtGwB1ENIxZisUfwR;4.0301113;2018-06-18T20:08:44;Portugal;Rotated 180;True;[];Casa das Queimadas Santana ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3233.JPG;prev_museum;2019-08-21;4032;True;[-16.906563888888886, 32.783899999999996];Madeira ;True;3024;2be9f596fdad02e5043c892ca2aa09bd;;32.78;-16.91
64;images2;test;2yqKtGwB1ENIxZisUfxC;4.0301113;2018-06-17T16:26:21;Portugal;Horizontal (normal);True;[];Serra de Água ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3186.JPG;prev_museum;2019-08-21;4032;True;[-16.98761388888889, 32.736875];Madeira ;True;3024;4f68d706e4f2f5e514b7ed86d2de37a4;;32.74;-16.99
65;images2;test;3CqKtGwB1ENIxZisUfxp;4.0301113;2018-06-17T16:46:08;Portugal;Rotated 180;True;[];Serra de Água ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3192.JPG;prev_museum;2019-08-21;4032;True;[-16.987686111111113, 32.736736111111114];Madeira ;True;3024;36e1e21894e8d9d704268828cb349194;;32.74;-16.99
66;images2;test;3SqKtGwB1ENIxZisUfyR;4.0301113;2018-06-17T13:12:59;Portugal;Horizontal (normal);True;[];Jardim da Serra ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3151.JPG;prev_museum;2019-08-21;5000;True;[-16.986755555555558, 32.71105277777778];Madeira ;True;2452;3b57dc32cef45cf1308412535eb86779;;32.71;-16.99
67;images2;test;3iqKtGwB1ENIxZisUvwG;4.0301113;2018-06-17T17:19:26;Portugal;Rotated 180;True;[];Serra de Água ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3193.JPG;prev_museum;2019-08-21;4032;True;[-16.984194444444444, 32.73308611111111];Madeira ;True;3024;1ab975fcb4178cd9bdb7b2df36e9152c;;32.73;-16.98
68;images2;test;4CqKtGwB1ENIxZisUvx_;4.0301113;2018-06-18T20:08:49;Portugal;Rotated 180;True;[];Casa das Queimadas Santana ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3236.JPG;prev_museum;2019-08-21;4032;True;[-16.906558333333333, 32.783905555555556];Madeira ;True;3024;f0a4a701f52723313524e798de3991a6;;32.78;-16.91
69;images2;test;4SqKtGwB1ENIxZisUvz2;4.0301113;2018-06-18T17:15:47;Portugal;Rotated 180;True;[];Ilha ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 front camera 2.87mm f/2.2;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3222.JPG;prev_museum;2019-08-21;3088;True;[-16.92291666666667, 32.784905555555554];Madeira ;True;2320;5b4624ea78b1701f58c8c91474c1b408;;32.78;-16.92
70;images2;test;4iqKtGwB1ENIxZisVPxD;4.0301113;2018-06-17T16:24:41;Portugal;Horizontal (normal);True;[];Serra de Água ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3183.JPG;prev_museum;2019-08-21;4032;True;[-16.987608333333334, 32.73688888888889];Madeira ;True;3024;21b532a881e61e595c82c49e468f0d97;;32.74;-16.99
71;images2;test;4yqKtGwB1ENIxZisVPx9;4.0301113;2018-06-17T18:03:42;Portugal;Rotated 180;True;[];Serra de Água ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3197.JPG;prev_museum;2019-08-21;4032;True;[-16.985083333333336, 32.72655555555556];Madeira ;True;3024;d2953219f87dac23f68e9612aca00f86;;32.73;-16.99
72;images2;test;5CqKtGwB1ENIxZisVPy4;4.0301113;2018-06-16T16:07:46;Portugal;Rotated 90 CW;True;[];Rabaçal Calheta ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3140.JPG;prev_museum;2019-08-21;4032;True;[-17.125775, 32.76561111111111];Madeira ;True;3024;0292c30e2565206cf5a29ac50e390618;;32.77;-17.13
73;images2;test;5SqKtGwB1ENIxZisVPz7;4.0301113;2018-06-17T13:55:22;Portugal;Rotated 180;True;[];Serra de Água ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3154.JPG;prev_museum;2019-08-21;4032;True;[-16.9906, 32.71647222222222];Madeira ;True;3024;c047922499cad69c5fa6a649389a1232;;32.72;-16.99
74;images2;test;5iqKtGwB1ENIxZisVfwr;4.0301113;2018-06-16T16:08:10;Portugal;Rotated 180;True;[];Rabaçal Calheta ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3141.JPG;prev_museum;2019-08-21;4032;True;[-17.12582777777778, 32.76562777777778];Madeira ;True;3024;bd1f145273177724d998b38d9ed06a91;;32.77;-17.13
75;images2;test;zSqKtGwB1ENIxZisTfyl;4.0301113;2018-06-15T17:08:22;Portugal;-;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3069.JPG;prev_museum;2019-08-21;4032;True;[-17.223588888888887, 32.81919722222223];Madeira ;True;3024;2adad5bf38429b6e8c067bf7eb2298f7;;32.82;-17.22
76;images2;test;ziqKtGwB1ENIxZisTfzu;4.0301113;2018-06-14T23:25:39;Portugal;Rotated 180;True;[];Câmara de Lobos ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3055.JPG;prev_museum;2019-08-21;4032;True;[-17.001402777777777, 32.657925];Madeira ;True;3024;c94b800ca764ab115625d7c7e1bffcf5;;32.66;-17.0
77;images2;test;0CqKtGwB1ENIxZisTvx_;4.0301113;2018-06-19T13:40:55;Portugal;Horizontal (normal);True;[];Porto da Cruz ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3243.JPG;prev_museum;2019-08-21;4032;True;[-16.826605555555556, 32.77475833333333];Madeira ;True;3024;ac09667b0b79b9e88a06172aa585e8fa;;32.77;-16.83
78;images2;test;0SqKtGwB1ENIxZisTvzL;4.0301113;2018-06-18T17:08:41;Portugal;Rotated 180;True;[];Ilha ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3218.JPG;prev_museum;2019-08-21;4032;True;[-16.923155555555557, 32.78319444444444];Madeira ;True;3024;a400c30222db8822f144795cfdcdf597;;32.78;-16.92
79;images2;test;0iqKtGwB1ENIxZisT_wV;4.0301113;2018-06-18T18:20:24;Portugal;Rotated 180;True;[];Boa Ventura ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3230.JPG;prev_museum;2019-08-21;4032;True;[-16.93517222222222, 32.77560555555556];Madeira ;True;3024;5fc5e189132abf7f221e0461e10b3a7c;;32.78;-16.94
80;images2;test;0yqKtGwB1ENIxZisT_w3;4.0301113;2018-06-17T16:44:20;Portugal;Rotated 180;True;[];Serra de Água ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3191.JPG;prev_museum;2019-08-21;4032;True;[-16.987619444444444, 32.736805555555556];Madeira ;True;3024;581af1f8416866075f46af5b70e87ed9;;32.74;-16.99
81;images2;test;1CqKtGwB1ENIxZisT_x1;4.0301113;2018-06-17T16:26:11;Portugal;Horizontal (normal);True;[];Serra de Água ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3185.JPG;prev_museum;2019-08-21;4032;True;[-16.987580555555557, 32.736897222222225];Madeira ;True;3024;d3e3a4720302d357367322235311c2c0;;32.74;-16.99
82;images2;test;1SqKtGwB1ENIxZisT_yu;4.0301113;2018-06-17T13:47:42;Portugal;Rotated 180;True;[];Jardim da Serra ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3152.JPG;prev_museum;2019-08-21;4032;True;[-16.98894166666667, 32.71443055555556];Madeira ;True;3024;f9960040be17c5e191e6f89ce2784e03;;32.71;-16.99
83;images2;test;1yqKtGwB1ENIxZisUPw6;4.0301113;2018-06-17T16:44:09;Portugal;Rotated 180;True;[];Serra de Água ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3190.JPG;prev_museum;2019-08-21;4032;True;[-16.98765277777778, 32.736775];Madeira ;True;3024;fc934526d3dd5be67fe72b20ee0bdc47;;32.74;-16.99
84;images2;test;DCqKtGwB1ENIxZisXf03;4.0301113;2018-06-15T16:17:39;Portugal;Rotated 180;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3065.JPG;prev_museum;2019-08-21;4032;True;[-17.23147222222222, 32.813316666666665];Madeira ;True;3024;92b19a768490767bc0f5cb8803741290;;32.81;-17.23
85;images2;test;DSqKtGwB1ENIxZisXf18;4.0301113;2018-06-15T20:21:07;Portugal;Rotated 180;True;['Nice'];Ponta do Pargo ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3098.JPG;prev_museum;2019-08-21;4032;True;[-17.25653888888889, 32.80950555555555];Madeira ;True;3024;6cef20abedf1da1c4c0e34fe65e7a29f;;32.81;-17.26
86;images2;test;DiqKtGwB1ENIxZisXf2-;4.0301113;2018-06-15T18:51:01;Portugal;Rotated 180;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3073.JPG;prev_museum;2019-08-21;4032;True;[-17.236716666666666, 32.83116666666667];Madeira ;True;3024;f31c0afdb29060ccd321c9b12f07a355;;32.83;-17.24
87;images2;test;DyqKtGwB1ENIxZisXv13;4.0301113;2018-06-16T12:11:14;Portugal;Horizontal (normal);True;[];Rabaçal Calheta ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3107.JPG;prev_museum;2019-08-21;4032;True;[-17.12608611111111, 32.747769444444444];Madeira ;True;3024;7da624018e8b236ebf4bcae59ae061b1;;32.75;-17.13
88;images2;test;ECqKtGwB1ENIxZisX_1G;4.0301113;2018-06-16T12:47:26;Portugal;Rotated 180;True;[];Rabaçal Calheta ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3112.JPG;prev_museum;2019-08-21;4032;True;[-17.13081111111111, 32.75405];Madeira ;True;3024;a05271ae34dbcf87ed8c965b0c86bdfc;;32.75;-17.13
89;images2;test;ESqKtGwB1ENIxZisZf1g;4.0301113;2018-06-16T12:10:48;Portugal;Horizontal (normal);True;[];Rabaçal Calheta ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3106.JPG;prev_museum;2019-08-21;4032;True;[-17.126116666666668, 32.74774444444444];Madeira ;True;3024;a3a7489237c3b95c65869414f26a3878;;32.75;-17.13
90;images2;test;EiqKtGwB1ENIxZisZv0B;4.0301113;2018-06-15T16:28:23;Portugal;Rotated 180;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3066.JPG;prev_museum;2019-08-21;4032;True;[-17.22908888888889, 32.81509444444444];Madeira ;True;3024;e201d4f6fa23f608b0e8b83f4003b5fe;;32.82;-17.23
91;images2;test;EyqKtGwB1ENIxZisZv2h;4.0301113;2018-06-15T18:44:23;Portugal;Rotated 90 CW;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3072.JPG;prev_museum;2019-08-21;4032;True;[-17.234638888888888, 32.83139166666667];Madeira ;True;3024;399a4c734f901e7e1ed0e92a1f4c4b3d;;32.83;-17.23
92;images2;test;FCqKtGwB1ENIxZisZ_1d;4.0301113;2018-06-15T21:18:31;Portugal;Rotated 180;True;[];Fajã da Ovelha ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3099.JPG;prev_museum;2019-08-21;4032;True;[-17.23266111111111, 32.78351111111111];Madeira ;True;3024;2a6dd3db2794c6a1df61a924ce839d4f;;32.78;-17.23
93;images2;test;FSqKtGwB1ENIxZisZ_3B;4.0301113;2018-06-19T15:56:12;Portugal;Rotated 180;True;[];Santa Cruz ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3248.JPG;prev_museum;2019-08-21;4032;True;[-16.776233333333334, 32.69398888888889];Madeira ;True;3024;20cc309d715f09cd02f2a60559247a7a;;32.69;-16.78
94;images2;test;FiqKtGwB1ENIxZisaP0T;4.0301113;2018-06-15T19:41:41;Portugal;Rotated 90 CW;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3089.JPG;prev_museum;2019-08-21;4032;True;[-17.239686111111112, 32.82564444444445];Madeira ;True;3024;aeb98c56d9295d19e18507d0af91bcc0;;32.83;-17.24
95;images2;test;qyqKtGwB1ENIxZisRfxL;4.0301113;2018-06-15T19:31:04;Portugal;Rotated 180;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3086.JPG;prev_museum;2019-08-21;4032;True;[-17.238669444444444, 32.828183333333335];Madeira ;True;3024;9dcab6c6190fdfb87eb5b6d520834ea6;;32.83;-17.24
96;images2;test;rSqKtGwB1ENIxZisRvwu;4.0301113;2018-06-15T19:06:23;Portugal;Rotated 180;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3079.JPG;prev_museum;2019-08-21;4032;True;[-17.240780555555556, 32.829863888888895];Madeira ;True;3024;52e8395e4ec25ffc68da579bcd8075ca;;32.83;-17.24
97;images2;test;riqKtGwB1ENIxZisRvx8;4.0301113;2018-06-14T19:23:12;Portugal;Rotated 180;True;[];Caniçal ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3045.JPG;prev_museum;2019-08-21;4032;True;[-16.69769722222222, 32.748925];Madeira ;True;3024;85bea24fce6c48c5f0ac140bd7989417;;32.75;-16.7
98;images2;test;ryqKtGwB1ENIxZisRvzu;4.0301113;2018-06-16T13:56:46;Portugal;Rotated 90 CW;True;[];Rabaçal Calheta ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3119.JPG;prev_museum;2019-08-21;4032;True;[-17.12366388888889, 32.760872222222226];Madeira ;True;3024;7dbc59b4364d1f4b62d0c8eee1a81a4d;;32.76;-17.12
99;images2;test;sCqKtGwB1ENIxZisR_xQ;4.0301113;2018-06-16T14:02:47;Portugal;Rotated 180;True;[];Rabaçal Calheta ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3124.JPG;prev_museum;2019-08-21;4032;True;[-17.12312777777778, 32.760666666666665];Madeira ;True;3024;58c7d5c8e04dd6e489072277cc953343;;32.76;-17.12
100;images2;test;sSqKtGwB1ENIxZisR_yy;4.0301113;2018-06-16T14:45:46;Portugal;Rotated 90 CW;True;[];Rabaçal Calheta ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3130.JPG;prev_museum;2019-08-21;4032;True;[-17.125458333333334, 32.761469444444444];Madeira ;True;3024;17e1821ae5d037b3749b4b8e093c86df;;32.76;-17.13
101;images2;test;siqKtGwB1ENIxZisR_zy;4.0301113;2018-06-16T13:54:24;Portugal;Rotated 90 CW;True;[];Rabaçal Calheta ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3118.JPG;prev_museum;2019-08-21;4032;True;[-17.124022222222223, 32.76133611111111];Madeira ;True;3024;7959f40c30c2145b8f572747db4fe359;;32.76;-17.12
102;images2;test;xyqKtGwB1ENIxZisTPxn;4.0301113;2018-06-15T19:10:31;Portugal;Rotated 180;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3083.JPG;prev_museum;2019-08-21;4032;True;[-17.240761111111112, 32.82993333333334];Madeira ;True;3024;38104f024e6fec67b254ba9a3fafefe9;;32.83;-17.24
