;_index;_type;_id;_score;_source.date;_source.country;_source.orientation;_source.metadata;_source.keywords;_source.city;_source.rating;_source.county;_source.media;_source.lens;_source.dirname;_source.filename;_source.museum;_source.imported;_source.width;_source.location;_source.state;_source.place;_source.height;_source.md5;_source.placeInterpolated;_source.modified;_source.deleted;_source.found_file_on_disk;long;lat
132;images2;test;pgPEqWwBP8SISckhYrzW;2.6241126;2019-07-26T11:35:07;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4440.JPG;;2019-08-19;4272;[];Unknown;True;2848;91abd206920b7888a4f59beebe481fa4;True;;;;0.0;0.0
133;images2;test;qwPEqWwBP8SISckhY7xr;2.6241126;2019-07-29T19:50:54;Hrvatska;Horizontal (normal);True;['Nice'];Unknown;3;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4497.JPG;;2019-08-19;4272;[];Unknown;True;2848;012ae4c17c1ae0738af9dfaaa5543525;True;;;;0.0;0.0
134;images2;test;rAPEqWwBP8SISckhY7yI;2.6241126;2019-07-28T20:08:26;Hrvatska;Horizontal (normal);True;['Nice'];Unknown;3;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4483.JPG;;2019-08-19;4272;[];Unknown;True;2848;4719e12c37021bdd71e66d8aa58a1872;True;;;;0.0;0.0
135;images2;test;sAPEqWwBP8SISckhZLwE;2.6241126;2019-07-25T20:21:03;Hrvatska;-;True;[];Unknown;2;-;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9574.JPG;;2019-08-19;3724;[];Unknown;True;3724;53ef31f9706d7c34c5bb2960f75d98f2;True;;;;0.0;0.0
136;images2;test;swPEqWwBP8SISckhZLyY;2.6241126;2019-07-30T14:00:15;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4508.JPG;;2019-08-19;4272;[];Unknown;True;2848;3d0c8245738ee523ad7ea13eec06698e;True;;;;0.0;0.0
137;images2;test;tQPEqWwBP8SISckhZbwR;2.6241126;2019-07-30T16:57:44;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4520.JPG;;2019-08-19;4272;[];Unknown;True;2848;d2dd805adc8eaf6ba177cb1580425121;True;;;;0.0;0.0
138;images2;test;TwPDqWwBP8SISckh_btj;2.6241126;2019-07-27T12:43:09;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4465.JPG;;2019-08-19;4272;[];Unknown;True;2848;25545094012453dc4b98a6f35ef91e12;True;;;;0.0;0.0
139;images2;test;UQPDqWwBP8SISckh_buj;2.6241126;2019-07-28T12:59:51;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4471.JPG;;2019-08-19;4272;[];Unknown;True;2848;2c12b93fc3e863ceecff6ceb00c655cd;True;;;;0.0;0.0
140;images2;test;UgPDqWwBP8SISckh_bvC;2.6241126;2019-07-27T19:34:52;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4470.JPG;;2019-08-19;4272;[];Unknown;True;2848;578632258028382b4eedfa1f26e4a223;True;;;;0.0;0.0
141;images2;test;VgPDqWwBP8SISckh_ruP;2.6241126;2019-07-27T12:41:14;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4464.JPG;;2019-08-19;4272;[];Unknown;True;2848;3dd6f0ec2e0cafba715022ac156df0a3;True;;;;0.0;0.0
142;images2;test;VwPDqWwBP8SISckh_ru6;2.6241126;2019-07-26T20:06:57;Hrvatska;Horizontal (normal);True;['Nice'];Unknown;3;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4458.JPG;;2019-08-19;4272;[];Unknown;True;2848;d0b1976d3b6b29cd042274bf9ffb9a08;True;;;;0.0;0.0
143;images2;test;XgPEqWwBP8SISckhAbt4;2.6241126;2019-07-30T13:59:28;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4504.JPG;;2019-08-19;4272;[];Unknown;True;2848;a638987e1c1ab19f5fd7c2d1197bcadb;True;;;;0.0;0.0
144;images2;test;YQPEqWwBP8SISckhAruv;2.6241126;2019-07-30T14:03:28;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4510.JPG;;2019-08-19;4272;[];Unknown;True;2848;a3beec7fcd643638198be48f0cbc817c;True;;;;0.0;0.0
145;images2;test;YgPEqWwBP8SISckhArvw;2.6241126;2019-08-03T18:27:27;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4538.JPG;;2019-08-19;4272;[];Unknown;True;2848;37c9d559d070b87129bfc165330e4572;True;;;;0.0;0.0
146;images2;test;aQPEqWwBP8SISckhBbu3;2.6241126;2019-08-03T19:29:21;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4563.JPG;;2019-08-19;4272;[];Unknown;True;2848;f10120ea53384fff57ebb04a4570e892;True;;;;0.0;0.0
147;images2;test;bAPEqWwBP8SISckhB7tT;2.6241126;2019-07-25T13:15:25;Hrvatska;-;True;[];Unknown;2;-;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9537.JPG;;2019-08-19;4032;[];Unknown;True;3024;44c0287b9ea140b2dff39fb15da16746;True;;;;0.0;0.0
148;images2;test;bwPEqWwBP8SISckhCrtW;2.6241126;2019-07-25T11:33:03;Hrvatska;Rotated 180;True;[];Unknown;2;-;image;iPhone 7 iPhone 7 front camera 2.87mm f/2.2;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9480.JPG;;2019-08-19;3840;[];Unknown;True;2160;81158fae5e4d21f51c03c0b67ecdcf55;True;;;;0.0;0.0
149;images2;test;eAPEqWwBP8SISckhEbse;2.6241126;2019-07-24T17:54:23;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4417.JPG;;2019-08-19;4272;[];Unknown;True;2848;0125d47d001686e57d84dea34e892433;True;;;;0.0;0.0
150;images2;test;fQPEqWwBP8SISckhE7tX;2.6241126;2019-07-24T17:54:22;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4416.JPG;;2019-08-19;4272;[];Unknown;True;2848;30351960d7f3392151c204a2a5b3bd56;True;;;;0.0;0.0
151;images2;test;ggPEqWwBP8SISckhFLvr;2.6241126;2019-07-25T12:25:42;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9495.JPG;;2019-08-19;4032;[];Unknown;True;3024;a9149be40dc0741a2893bd9bcd0a1d1d;True;;;;0.0;0.0
152;images2;test;gwPEqWwBP8SISckhFbsV;2.6241126;2019-07-25T11:33:19;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9481.JPG;;2019-08-19;3724;[];Unknown;True;2096;ed74ae17e67b5ed287a448c5b26a75b9;True;;;;0.0;0.0
153;images2;test;hAPEqWwBP8SISckhFbtB;2.6241126;2019-07-25T13:10:00;Hrvatska;Rotated 180;True;[];Unknown;2;-;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9522.JPG;;2019-08-19;4032;[];Unknown;True;3024;74018583ccc0db8f347f361beba0faf7;True;;;;0.0;0.0
154;images2;test;hQPEqWwBP8SISckhFbuJ;2.6241126;2019-07-25T13:15:10;Hrvatska;Rotated 180;True;[];Unknown;2;-;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9536.JPG;;2019-08-19;4032;[];Unknown;True;3024;5bbc50cbdde4c1bb0db91f25db467125;True;;;;0.0;0.0
155;images2;test;iQPEqWwBP8SISckhFrty;2.6241126;2019-08-03T19:29:14;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4562.JPG;;2019-08-19;4272;[];Unknown;True;2848;0c213a10528ef4f1db91e65d4813abf9;True;;;;0.0;0.0
156;images2;test;yAPDqWwBP8SISckh0rrq;2.6241126;2019-07-30T14:06:41;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4514.JPG;;2019-08-19;4272;[];Unknown;True;2848;2f1a5f7609eecd7789652045cd295296;True;;;;0.0;0.0
157;images2;test;7gPDqWwBP8SISckh3bqh;2.6241126;2019-07-30T13:59:26;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4503.JPG;;2019-08-19;4272;[];Unknown;True;2848;babbe97ee606772cbca21d7199046a96;True;;;;0.0;0.0
158;images2;test;8APDqWwBP8SISckh3roH;2.6241126;2019-07-30T14:11:31;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4517.JPG;;2019-08-19;4272;[];Unknown;True;2848;62ae861b3ed25eda25ebae060fe3c91f;True;;;;0.0;0.0
159;images2;test;-gPDqWwBP8SISckh4Lqa;2.6241126;2019-08-01T21:21:03;Hrvatska;Rotated 180;True;[];Unknown;2;-;image;iPhone 7 iPhone 7 front camera 2.87mm f/2.2;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9806.JPG;;2019-08-19;3840;[];Unknown;True;2160;d759f62f1d135c50bb7eb065eb556e97;True;;;;0.0;0.0
160;images2;test;-wPDqWwBP8SISckh4LrL;2.6241126;2019-07-28T18:58:35;Hrvatska;Horizontal (normal);True;['Nice'];Unknown;3;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4477.JPG;;2019-08-19;4272;[];Unknown;True;2848;646627516ad0198bffee8b7a16f2e4ef;True;;;;0.0;0.0
161;images2;test;_QPDqWwBP8SISckh4bpW;2.6241126;2019-07-27T12:41:11;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4463.JPG;;2019-08-19;4272;[];Unknown;True;2848;acea4f7b7d9eff2108f1b14dfc7633d2;True;;;;0.0;0.0
162;images2;test;AQPDqWwBP8SISckh4rtQ;2.6241126;2019-07-27T12:40:14;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4462.JPG;;2019-08-19;4272;[];Unknown;True;2848;ec5d93a462cd27bb35fe05b65fbc5dce;True;;;;0.0;0.0
163;images2;test;CwPDqWwBP8SISckh5bsf;2.6241126;2019-07-30T14:07:22;Hrvatska;Horizontal (normal);True;['Nice'];Unknown;3;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4516.JPG;;2019-08-19;4272;[];Unknown;True;2848;6cda5a64b03654005b3dd7ee3c006795;True;;;;0.0;0.0
164;images2;test;DAPDqWwBP8SISckh5btn;2.6241126;2019-07-29T19:54:15;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4502.JPG;;2019-08-19;4272;[];Unknown;True;2848;13691f16c081645c0c29b3a2b0eca4a9;True;;;;0.0;0.0
165;images2;test;EgPDqWwBP8SISckh5rvW;2.6241126;2019-07-25T11:35:04;Hrvatska;Horizontal (normal);True;['Nice'];Unknown;3;-;image;SM-G960F -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/20190725_113504.jpg;;2019-08-19;4032;[];Unknown;True;3024;c02d37968c39a3260c290480c2089d4a;True;;;;0.0;0.0
166;images2;test;FwPDqWwBP8SISckh6bvJ;2.6241126;2019-07-30T13:59:47;Hrvatska;Horizontal (normal);True;['Nice'];Unknown;3;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4506.JPG;;2019-08-19;4272;[];Unknown;True;2848;3efa1d7734db3943550a475a98caac50;True;;;;0.0;0.0
167;images2;test;GAPDqWwBP8SISckh6rtw;2.6241126;2019-07-30T14:06:19;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4512.JPG;;2019-08-19;4272;[];Unknown;True;2848;e90ee0dcda1c50b7d1de4d1552417463;True;;;;0.0;0.0
168;images2;test;IQPDqWwBP8SISckh7buv;2.6241126;2019-07-29T19:51:20;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4499.JPG;;2019-08-19;4272;[];Unknown;True;2848;8cb8430cd3defd544e18da07f88c90eb;True;;;;0.0;0.0
169;images2;test;JQPDqWwBP8SISckh7rt2;2.6241126;2019-07-28T13:00:02;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4472.JPG;;2019-08-19;4272;[];Unknown;True;2848;9a9eaf7041e815c39ca177193353eb28;True;;;;0.0;0.0
170;images2;test;JgPDqWwBP8SISckh7rus;2.6241126;2019-07-27T12:43:22;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4466.JPG;;2019-08-19;4272;[];Unknown;True;2848;f5cb69835c24bc019f37815f238f6baa;True;;;;0.0;0.0
171;images2;test;KAPDqWwBP8SISckh77sQ;2.6241126;2019-07-27T12:43:30;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4467.JPG;;2019-08-19;4272;[];Unknown;True;2848;efd0e553358f79a6a7ded1d06ab6bd9e;True;;;;0.0;0.0
172;images2;test;KwPDqWwBP8SISckh77u2;2.6241126;2019-07-28T13:00:23;Hrvatska;Horizontal (normal);True;['Nice'];Unknown;3;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4473.JPG;;2019-08-19;4272;[];Unknown;True;2848;e5aa52485be747b77bce236e4ba29089;True;;;;0.0;0.0
173;images2;test;LQPDqWwBP8SISckh8LsP;2.6241126;2019-07-29T19:51:07;Hrvatska;Horizontal (normal);True;['Nice'];Unknown;3;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4498.JPG;;2019-08-19;4272;[];Unknown;True;2848;239d7d291681338e56745fa003216d2c;True;;;;0.0;0.0
174;images2;test;BwPEqWwBP8SISckhQryf;2.6241126;2019-07-25T19:42:27;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4422.JPG;;2019-08-19;4272;[];Unknown;True;2848;ca2a79b323e26e2a5f5d1190c9f9e74a;True;;;;0.0;0.0
175;images2;test;CAPEqWwBP8SISckhQrzN;2.6241126;2019-07-26T11:34:49;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4436.JPG;;2019-08-19;4272;[];Unknown;True;2848;1cbd662a11f36e6acf701ddda86fa621;True;;;;0.0;0.0
176;images2;test;DgPEqWwBP8SISckhRLyL;2.6241126;2019-07-26T11:34:57;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4437.JPG;;2019-08-19;4272;[];Unknown;True;2848;aae174a33510dc000567778e8d5a79bc;True;;;;0.0;0.0
177;images2;test;EQPEqWwBP8SISckhRbxf;2.6241126;2019-07-25T20:17:19;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4423.JPG;;2019-08-19;4272;[];Unknown;True;2848;04a040332e73519583bcffbd2dce0c2f;True;;;;0.0;0.0
178;images2;test;EgPEqWwBP8SISckhRbx_;2.6241126;2019-07-25T11:34:35;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;SM-G960F -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/20190725_113435.jpg;;2019-08-19;4032;[];Unknown;True;3024;cbc2375d5744cd3a61ee33a7927e31e6;True;;;;0.0;0.0
179;images2;test;3QPEqWwBP8SISckhN7uT;2.6241126;2019-08-03T19:28:44;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4558.JPG;;2019-08-19;4272;[];Unknown;True;2848;5169a61e3b2c55cca9a2bd2022474372;True;;;;0.0;0.0
180;images2;test;5QPEqWwBP8SISckhOrtf;2.6241126;2019-07-25T13:14:37;Hrvatska;Rotated 180;True;[];Unknown;2;-;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9532.JPG;;2019-08-19;4032;[];Unknown;True;3024;cf2bacc1e895d6c3639bde03898f89a5;True;;;;0.0;0.0
181;images2;test;5gPEqWwBP8SISckhOruW;2.6241126;2019-07-25T12:02:12;Hrvatska;Rotated 180;True;[];Unknown;2;-;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9485.JPG;;2019-08-19;4032;[];Unknown;True;3024;3929de2dbf58869739601abbdc607ab7;True;;;;0.0;0.0
182;images2;test;8wPEqWwBP8SISckhPbtO;2.6241126;2019-07-25T12:02:12;Hrvatska;Rotated 180;True;[];Unknown;2;-;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9484.JPG;;2019-08-19;4032;[];Unknown;True;3024;76efc1d7e7ed20891b5678c973b71907;True;;;;0.0;0.0
183;images2;test;9APEqWwBP8SISckhPbtn;2.6241126;2019-07-25T13:14:41;Hrvatska;-;True;[];Unknown;2;-;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9533.JPG;;2019-08-19;4032;[];Unknown;True;3024;f38eb19fbff5f3bfa786a0d90bd1de55;True;;;;0.0;0.0
184;images2;test;_QPEqWwBP8SISckhP7tJ;2.6241126;2019-08-03T19:27:38;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4556.JPG;;2019-08-19;4272;[];Unknown;True;2848;cff01d7152340722be1c40e2e778eb65;True;;;;0.0;0.0
185;images2;test;_gPEqWwBP8SISckhP7tv;2.6241126;2019-08-03T18:28:19;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4542.JPG;;2019-08-19;4272;[];Unknown;True;2848;b8b6f7a32a4c2d7829e26657b083de9b;True;;;;0.0;0.0
186;images2;test;AQPEqWwBP8SISckhP7zU;2.6241126;2019-07-25T13:05:05;Hrvatska;Rotated 180;True;[];Unknown;2;-;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9516.JPG;;2019-08-19;4032;[];Unknown;True;3024;53cd01c6c3a16599c29c90e57f334a8b;True;;;;0.0;0.0
187;images2;test;AgPEqWwBP8SISckhP7zz;2.6241126;2019-07-25T12:30:27;Hrvatska;Rotated 90 CW;True;[];Unknown;2;-;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_9502.JPG;;2019-08-19;4032;[];Unknown;True;3024;22acfd039298117d33ede4b3574c5548;True;;;;0.0;0.0
188;images2;test;zAPDqWwBP8SISckh1Lqk;2.6241126;2019-07-29T19:52:42;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4500.JPG;;2019-08-19;4272;[];Unknown;True;2848;8877c86af5876200a6a715fbddeae22a;True;;;;0.0;0.0
189;images2;test;zQPDqWwBP8SISckh1LrY;2.6241126;2019-07-30T17:13:25;Hrvatska;Horizontal (normal);True;['Nice'];Unknown;3;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4528.JPG;;2019-08-19;4272;[];Unknown;True;2848;7e307d75eb6eb80da741e34a91191e3a;True;;;;0.0;0.0
190;images2;test;1wPDqWwBP8SISckh2LpY;2.6241126;2019-07-26T20:07:09;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4460.JPG;;2019-08-19;4272;[];Unknown;True;2848;bafc4eb60836f2ed3bedc6a9d725ef15;True;;;;0.0;0.0
191;images2;test;2QPDqWwBP8SISckh2Lrq;2.6241126;2019-07-28T16:46:58;Hrvatska;Horizontal (normal);True;['Nice', 'Impressive'];Unknown;4;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4474.JPG;;2019-08-19;4272;[];Unknown;True;2848;b51024054b00b24e4078c2d904bcb7ec;True;;;;0.0;0.0
192;images2;test;2gPDqWwBP8SISckh2boQ;2.6241126;2019-07-26T12:06:46;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4448.JPG;;2019-08-19;4272;[];Unknown;True;2848;8c7a11f6261412c176667c9c43ef4c7f;True;;;;0.0;0.0
193;images2;test;2wPDqWwBP8SISckh2bo1;2.6241126;2019-07-26T12:06:59;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4449.JPG;;2019-08-19;4272;[];Unknown;True;2848;c16f7fbbe6b17bca1ceeb91100a8d635;True;;;;0.0;0.0
194;images2;test;3QPDqWwBP8SISckh2bqa;2.6241126;2019-07-27T12:40:01;Hrvatska;Horizontal (normal);True;[];Unknown;2;-;image;Canon EOS 450D -;/Users/andregarstka/Pictures/Local/2019 - Kroatien/;/Users/andregarstka/Pictures/Local/2019 - Kroatien/IMG_4461.JPG;;2019-08-19;4272;[];Unknown;True;2848;2628a1646613f588ae0d5d7228f8d379;True;;;;0.0;0.0
